 
****************************************
Report : cell
Design : loss
Version: I-2013.12-SP4
Date   : Tue Dec 11 15:54:52 2018
****************************************

Attributes:
    b - black box (unknown)
    h - hierarchical
    n - noncombinational
    r - removable
    u - contains unmapped logic

Cell                      Reference       Library             Area  Attributes
--------------------------------------------------------------------------------
L1_0/abs_reg[0][0]        **FFGEN**                       0.000000  n, u
U70050                    nand_x2_sg      sg_338K         7.950000  
U70051                    nand_x2_sg      sg_338K         7.950000  
U70052                    nand_x2_sg      sg_338K         7.950000  
U70053                    nand_x2_sg      sg_338K         7.950000  
U70054                    nand_x2_sg      sg_338K         7.950000  
U70055                    nand_x2_sg      sg_338K         7.950000  
U70056                    nand_x2_sg      sg_338K         7.950000  
U70057                    nand_x2_sg      sg_338K         7.950000  
U70058                    nand_x2_sg      sg_338K         7.950000  
U70059                    nand_x2_sg      sg_338K         7.950000  
U70060                    nand_x2_sg      sg_338K         7.950000  
U70061                    nand_x2_sg      sg_338K         7.950000  
U70062                    nand_x2_sg      sg_338K         7.950000  
U70063                    nand_x2_sg      sg_338K         7.950000  
U70064                    nand_x2_sg      sg_338K         7.950000  
U70065                    nand_x2_sg      sg_338K         7.950000  
U70066                    nand_x2_sg      sg_338K         7.950000  
U70067                    nand_x2_sg      sg_338K         7.950000  
U70068                    nand_x2_sg      sg_338K         7.950000  
U70069                    nand_x2_sg      sg_338K         7.950000  
U70070                    nand_x2_sg      sg_338K         7.950000  
U70071                    nand_x2_sg      sg_338K         7.950000  
U70072                    nand_x2_sg      sg_338K         7.950000  
U70073                    nand_x2_sg      sg_338K         7.950000  
U70074                    nand_x2_sg      sg_338K         7.950000  
U70075                    nand_x2_sg      sg_338K         7.950000  
U70076                    nand_x2_sg      sg_338K         7.950000  
U70077                    nand_x2_sg      sg_338K         7.950000  
U70078                    nand_x2_sg      sg_338K         7.950000  
U70079                    nand_x2_sg      sg_338K         7.950000  
U70080                    nand_x2_sg      sg_338K         7.950000  
U70081                    nand_x2_sg      sg_338K         7.950000  
U70082                    nand_x2_sg      sg_338K         7.950000  
U70083                    nand_x2_sg      sg_338K         7.950000  
U70084                    nand_x2_sg      sg_338K         7.950000  
U70085                    nand_x2_sg      sg_338K         7.950000  
U70086                    nand_x2_sg      sg_338K         7.950000  
U70087                    nand_x2_sg      sg_338K         7.950000  
U70088                    nand_x2_sg      sg_338K         7.950000  
U70089                    nand_x2_sg      sg_338K         7.950000  
U70090                    nand_x2_sg      sg_338K         7.950000  
U70091                    nand_x2_sg      sg_338K         7.950000  
U70092                    nand_x2_sg      sg_338K         7.950000  
U70093                    nand_x2_sg      sg_338K         7.950000  
U70094                    nand_x2_sg      sg_338K         7.950000  
U70095                    nand_x2_sg      sg_338K         7.950000  
U70096                    nand_x2_sg      sg_338K         7.950000  
U70097                    nand_x2_sg      sg_338K         7.950000  
U70098                    nand_x2_sg      sg_338K         7.950000  
U70099                    nand_x2_sg      sg_338K         7.950000  
U70100                    nand_x2_sg      sg_338K         7.950000  
U70101                    nand_x2_sg      sg_338K         7.950000  
U70102                    nand_x2_sg      sg_338K         7.950000  
U70103                    nand_x2_sg      sg_338K         7.950000  
U70104                    nand_x2_sg      sg_338K         7.950000  
U70105                    nand_x2_sg      sg_338K         7.950000  
U70106                    nand_x2_sg      sg_338K         7.950000  
U70107                    nand_x2_sg      sg_338K         7.950000  
U70108                    nand_x2_sg      sg_338K         7.950000  
U70109                    nand_x2_sg      sg_338K         7.950000  
U70110                    nand_x2_sg      sg_338K         7.950000  
U70111                    nand_x2_sg      sg_338K         7.950000  
U70112                    nand_x2_sg      sg_338K         7.950000  
U70113                    nand_x2_sg      sg_338K         7.950000  
U70114                    nand_x2_sg      sg_338K         7.950000  
U70115                    nand_x2_sg      sg_338K         7.950000  
U70116                    nand_x2_sg      sg_338K         7.950000  
U70117                    nand_x2_sg      sg_338K         7.950000  
U70118                    nand_x2_sg      sg_338K         7.950000  
U70119                    nand_x2_sg      sg_338K         7.950000  
U70120                    nand_x2_sg      sg_338K         7.950000  
U70121                    nand_x2_sg      sg_338K         7.950000  
U70122                    nand_x2_sg      sg_338K         7.950000  
U70123                    nand_x2_sg      sg_338K         7.950000  
U70124                    nand_x2_sg      sg_338K         7.950000  
U70125                    nand_x2_sg      sg_338K         7.950000  
U70126                    nand_x2_sg      sg_338K         7.950000  
U70127                    nand_x2_sg      sg_338K         7.950000  
U70128                    nand_x2_sg      sg_338K         7.950000  
U70129                    nand_x2_sg      sg_338K         7.950000  
U70130                    nand_x2_sg      sg_338K         7.950000  
U70131                    nand_x2_sg      sg_338K         7.950000  
U70132                    nand_x2_sg      sg_338K         7.950000  
U70133                    nand_x2_sg      sg_338K         7.950000  
U70134                    nand_x2_sg      sg_338K         7.950000  
U70135                    nand_x2_sg      sg_338K         7.950000  
U70136                    nand_x2_sg      sg_338K         7.950000  
U70137                    nand_x2_sg      sg_338K         7.950000  
U70138                    nand_x2_sg      sg_338K         7.950000  
U70139                    nand_x2_sg      sg_338K         7.950000  
U70140                    nand_x2_sg      sg_338K         7.950000  
U70141                    nand_x2_sg      sg_338K         7.950000  
U70142                    nand_x2_sg      sg_338K         7.950000  
U70143                    nand_x2_sg      sg_338K         7.950000  
U70144                    nand_x2_sg      sg_338K         7.950000  
U70145                    nand_x2_sg      sg_338K         7.950000  
U70146                    nand_x2_sg      sg_338K         7.950000  
U70147                    nand_x2_sg      sg_338K         7.950000  
U70148                    nand_x2_sg      sg_338K         7.950000  
U70149                    nand_x2_sg      sg_338K         7.950000  
U70150                    nand_x2_sg      sg_338K         7.950000  
U70151                    nand_x2_sg      sg_338K         7.950000  
U70152                    nand_x2_sg      sg_338K         7.950000  
U70153                    nand_x2_sg      sg_338K         7.950000  
U70154                    nand_x2_sg      sg_338K         7.950000  
U70155                    nand_x2_sg      sg_338K         7.950000  
U70156                    nand_x2_sg      sg_338K         7.950000  
U70157                    nand_x2_sg      sg_338K         7.950000  
U70158                    nand_x2_sg      sg_338K         7.950000  
U70159                    nand_x2_sg      sg_338K         7.950000  
U70160                    nand_x2_sg      sg_338K         7.950000  
U70161                    nand_x2_sg      sg_338K         7.950000  
U70162                    nand_x2_sg      sg_338K         7.950000  
U70163                    nand_x2_sg      sg_338K         7.950000  
U70164                    nand_x2_sg      sg_338K         7.950000  
U70165                    nand_x2_sg      sg_338K         7.950000  
U70166                    nand_x2_sg      sg_338K         7.950000  
U70167                    nand_x2_sg      sg_338K         7.950000  
U70168                    nand_x2_sg      sg_338K         7.950000  
U70169                    nand_x2_sg      sg_338K         7.950000  
U70170                    nand_x2_sg      sg_338K         7.950000  
U70171                    nand_x2_sg      sg_338K         7.950000  
